datetime,userId,connectionId,areaName,Temp,EMG,IR,Red,green,Gx,Gy,Gz,Ax,Ay,Az,Intensity,Recovery,Risk_of_injury,Warm_up,Saturation,Pulse
2024-01-24 00:00:00,default_user,SCZy2dvcIAMCE0w=,LEFT_FOREARM,28.885801329394386,1853.6233382570163,383028.9940915805,112349.8552437223,120883.33677991138,-27.982274741506647,-195.1211225997046,87.22747415066469,-2315.7104874446086,16188.898079763663,2380.72082717873,26.790108666666665,99.33236828329034,6.0035352,14.546418,95.3768512,58.93825922648112
